county_fips,county_name,state_fips,state_abbr,total_population,total_households,median_household_income,median_age,pct_65_plus,pct_rural,pct_served,pct_underserved,pct_unserved,pct_below_benchmark,complaints_total,complaints_per_1k_hh,complaints_wireless_wireline,complaints_internet,complaints_tv_video,complaints_emergency,complaints_radio,complaints_accessibility,complaints_billing_dispute,complaints_other,desert_cutoff,is_digital_desert,data_center_count,planned_count,planned_mw,operational_mw,modeled_water_l_per_year,c_availability_gap,c_complaint_friction,c_socioeconomic,equity_index,infra_norm,access_norm,mismatch_score,mismatch_quadrant
12045,Gulf County,,,27518,9793,59027,37.7,0.1994,0.509,0.5881,0.3453,0.0666,0.4119,192,19.61,137,32,17,2,2,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.4370755517826825,0.674088291746641,0.49554395556598596,53.46,0.0,0.5506096158270072,0.0,low_compute_underserved
12047,Hamilton County,,,42427,15485,67665,33.4,0.1556,0.2853,0.6694,0.1972,0.1334,0.3306,184,11.88,132,31,16,2,2,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.35080645161290325,0.3773512476007678,0.33185761084527526,35.54,0.0,0.3444904531861054,0.0,low_compute_served
12049,Hardee County,,,194498,71680,71059,30.4,0.0792,0.0,0.9083,0.0917,0.0,0.0917,668,9.32,478,113,57,9,9,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.09730475382003397,0.27907869481765835,0.16089375755243976,17.68,0.0,0.1390614216701173,0.0,low_compute_served
12051,Hendry County,,,1842,691,42710,34.2,0.2493,0.8165,0.4011,0.4243,0.1745,0.5989,6,8.68,4,1,1,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6355050933786078,0.254510556621881,0.7436355708205884,52.92,0.0,0.5443984357027836,0.0,low_compute_underserved
12053,Hernando County,,,11882,4719,39882,38.2,0.2468,0.7301,0.5395,0.3012,0.1594,0.4605,71,15.05,51,12,6,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.48864601018675724,0.4990403071017274,0.7306668002985435,55.28,0.0,0.5715435932827237,0.0,low_compute_underserved
12055,Highlands County,,,53088,20764,57866,37.6,0.1359,0.2438,0.8007,0.0963,0.103,0.1993,341,16.42,244,58,29,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.21148132427843802,0.5516314779270634,0.37017379777570425,37.02,0.0,0.3615136876006442,0.0,low_compute_served
12057,Hillsborough County,,,3389,1275,39994,41.3,0.2747,0.8965,0.4379,0.4109,0.1512,0.5621,25,19.61,18,4,2,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.596455857385399,0.674088291746641,0.8058630133543494,67.6,0.0,0.7132505175983436,0.0,low_compute_underserved
12059,Holmes County,,,162844,59514,75900,31.9,0.0925,0.0913,0.7358,0.1892,0.075,0.2642,1044,17.54,746,176,90,14,14,3,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.2803480475382003,0.5946257197696736,0.1690073370675717,36.25,0.0,0.3526570048309179,0.0,low_compute_served
12061,Indian River County,,,40049,13734,67059,31.4,0.1815,0.4368,0.6319,0.3219,0.0462,0.3681,205,14.93,147,35,18,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3905984719864176,0.49443378119001913,0.4053575189748878,43.06,0.0,0.4309868875086266,0.0,low_compute_served
12063,Jackson County,,,73387,27244,68275,31.2,0.183,0.2706,0.7931,0.0962,0.1107,0.2069,345,12.66,247,58,30,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.21954584040747027,0.4072936660268714,0.34003082707606763,31.54,0.0,0.29848171152518976,0.0,low_compute_served
12065,Jefferson County,,,12189,4276,61364,44.3,0.2773,0.7794,0.4982,0.4045,0.0973,0.5018,83,19.41,59,14,7,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5324702886247878,0.6664107485604606,0.6240294265843622,60.22,0.0,0.6283643892339544,0.0,low_compute_underserved
12067,Lafayette County,,,70400,24599,72654,35.6,0.1702,0.169,0.8625,0.0978,0.0396,0.1375,204,8.29,146,34,18,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.14590407470288624,0.23953934740882915,0.26714917748219286,20.9,0.0,0.17609845870715435,0.0,low_compute_served
12069,Lake County,,,97198,36468,75680,29.6,0.1208,0.0681,0.8416,0.0698,0.0886,0.1584,386,10.58,276,65,33,5,5,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.16808149405772496,0.327447216890595,0.18031118252448652,22.69,0.0,0.1966873706004141,0.0,low_compute_served
12071,Lee County,,,33735,12095,64204,33.8,0.1512,0.279,0.7683,0.138,0.0937,0.2317,222,18.35,159,38,19,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.24586162988115448,0.6257197696737045,0.3499391945531043,40.48,0.0,0.4013112491373361,0.0,low_compute_served
12073,Leon County,,,33800,12690,69065,35.9,0.1464,0.3324,0.6087,0.298,0.0933,0.3913,122,9.61,87,21,10,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.4152164685908319,0.2902111324376199,0.33316963952508344,35.1,0.0,0.3394294916034047,0.0,low_compute_served
12075,Levy County,,,35374,12205,67172,33.7,0.116,0.3901,0.7297,0.2242,0.0461,0.2703,155,12.7,111,26,13,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.286820882852292,0.4088291746641074,0.3466981044913534,34.45,0.0,0.3319530710835059,0.0,low_compute_served
12077,Liberty County,,,8417,3011,49028,35.5,0.1868,0.7062,0.4952,0.3829,0.1219,0.5048,51,16.94,36,9,4,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5356536502546689,0.5715930902111325,0.6232438483340348,57.01,0.0,0.5914423740510697,0.0,low_compute_underserved
12079,Madison County,,,20838,8264,60998,38.4,0.1974,0.5691,0.5006,0.3218,0.1776,0.4994,121,14.64,87,20,10,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5299235993208828,0.48330134357005755,0.5021669993839579,50.67,0.0,0.5185185185185185,0.0,low_compute_underserved
12081,Manatee County,,,20707,7601,45581,38.7,0.1765,0.443,0.7051,0.1774,0.1175,0.2949,129,16.97,92,22,11,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.31292444821731746,0.5727447216890594,0.5475734231408446,46.25,0.0,0.46767885898320677,0.0,low_compute_served
12083,Marion County,,,40819,13850,54925,35.2,0.168,0.1424,0.8042,0.1217,0.0741,0.1958,241,17.4,172,41,21,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.20776740237691002,0.5892514395393473,0.3746628427524222,38.3,0.0,0.376236484932137,0.0,low_compute_served
12085,Martin County,,,89105,33338,73225,37.2,0.1842,0.2488,0.701,0.2363,0.0627,0.299,489,14.67,350,83,42,6,6,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3172750424448217,0.4844529750479847,0.3001549134325394,37.15,0.0,0.3630089717046239,0.0,low_compute_served
12086,Miami-Dade County,,,6574,2376,43159,37.6,0.222,0.792,0.3334,0.5095,0.1571,0.6666,50,21.04,36,8,4,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7073429541595925,0.728982725527831,0.7147442371288374,71.68,0.0,0.7601794340924777,0.0,low_compute_underserved
12087,Monroe County,,,21441,7707,60301,37.6,0.2058,0.4514,0.6963,0.1728,0.1309,0.3037,75,9.73,54,13,6,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3222623089983022,0.2948176583493282,0.47094964811131185,34.98,0.0,0.3380492293535772,0.0,low_compute_served
12089,Nassau County,,,163984,64446,77395,31.3,0.0857,0.0,0.9796,0.0,0.0204,0.0204,687,10.66,491,116,59,9,9,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.02164685908319185,0.33051823416506715,0.12276873428161701,15.5,0.0,0.11398665746491835,0.0,low_compute_served
12091,Okaloosa County,,,9795,3528,51377,41.6,0.2672,0.8154,0.4124,0.4213,0.1663,0.5876,87,24.66,62,15,7,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6235144312393888,0.8679462571976967,0.6968155959869254,72.74,0.0,0.7723717506326201,0.0,low_compute_underserved
12093,Okeechobee County,,,8867,3560,39450,42.9,0.2956,0.9525,0.2998,0.5563,0.1439,0.7002,85,23.88,61,14,7,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7429966044142615,0.838003838771593,0.8423519074458734,80.11,0.0,0.8571428571428571,0.0,low_compute_underserved
12095,Orange County,,,32454,12453,62329,34.8,0.204,0.3708,0.6356,0.2421,0.1223,0.3644,109,8.75,78,18,9,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3866723259762309,0.2571976967370441,0.4280745110193692,35.17,0.0,0.3402346445824707,0.0,low_compute_served
12097,Osceola County,,,73183,25576,64085,26.4,0.1143,0.1615,0.7698,0.1703,0.0599,0.2302,319,12.47,228,54,27,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.2442699490662139,0.4000000000000001,0.28619399863816325,30.93,0.0,0.2914653784219002,0.0,low_compute_served
12099,Palm Beach County,,,25485,9255,61508,42.4,0.2428,0.6241,0.6538,0.2356,0.1106,0.3462,128,13.83,92,22,11,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3673599320882852,0.4522072936660269,0.5468233502594485,44.19,0.0,0.44398435702783523,0.0,low_compute_served
12101,Pasco County,,,135185,50930,65017,32.8,0.0438,0.0,0.9329,0.01,0.0572,0.0671,649,12.74,464,110,56,8,8,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.0712011884550085,0.4103646833013436,0.17872078171911862,21.68,0.0,0.1850701633310329,0.0,low_compute_served
12103,Pinellas County,,,74342,26868,74328,33.3,0.2146,0.4208,0.8104,0.0856,0.1039,0.1896,444,16.53,317,75,38,6,6,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.20118845500848895,0.5558541266794625,0.3722892857634466,36.81,0.0,0.3590982286634461,0.0,low_compute_served
12105,Polk County,,,72946,27108,63264,39.0,0.186,0.4819,0.6262,0.2569,0.1169,0.3738,548,20.22,392,93,47,7,7,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.39664685908319186,0.6975047984644913,0.449303472396009,51.51,0.0,0.5281803542673108,0.0,low_compute_underserved
12107,Putnam County,,,50672,18754,66010,30.9,0.0999,0.0,0.9546,0.0,0.0454,0.0454,214,11.41,153,36,18,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.04817487266553481,0.35930902111324375,0.20769575698152892,19.7,0.0,0.1622958362088797,0.0,low_compute_served
12109,St. Johns County,,,478861,171112,84915,31.0,0.0389,0.0,0.82,0.1433,0.0367,0.18,2724,15.92,1948,460,234,35,35,8,3,0,0.5591250000000001,False,2.0,2.0,327.5,0.0,5164020000.0,0.19100169779286927,0.5324376199616123,0.04292882625919129,27.35,0.23047149894440536,0.25028755463538077,5.77,low_compute_served
12111,St. Lucie County,,,19371,7477,56904,36.0,0.1776,0.4961,0.4969,0.3821,0.121,0.5031,126,16.85,90,21,11,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5338497453310695,0.5681381957773513,0.49135294747394515,53.52,0.0,0.551299746951921,0.0,low_compute_underserved
12113,Santa Rosa County,,,1986,734,29208,44.7,0.3103,0.9425,0.3251,0.484,0.1909,0.6749,11,14.99,8,2,1,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7161502546689305,0.49673704414587333,0.9164744953193208,68.94,0.0,0.7286634460547503,0.0,low_compute_underserved
12115,Sarasota County,,,191575,72206,73855,30.0,0.0872,0.0,0.9106,0.0,0.0894,0.0894,449,6.22,321,76,39,6,6,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.0948641765704584,0.1600767754318618,0.1473257565414988,13.08,0.0,0.08615136876006442,0.0,low_compute_served
12117,Seminole County,,,14069,5714,42631,38.5,0.2605,0.7727,0.4408,0.424,0.1352,0.5592,107,18.73,77,18,9,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.5933786078098472,0.6403071017274472,0.7359389535350777,64.54,0.0,0.6780538302277433,0.0,low_compute_underserved
12119,Sumter County,,,28796,11240,50782,40.1,0.1802,0.4401,0.494,0.3782,0.1278,0.506,188,16.73,134,32,16,2,2,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5369269949066214,0.563531669865643,0.5142250986457227,54.06,0.0,0.5575109270761445,0.0,low_compute_underserved
12121,Suwannee County,,,131902,44938,76832,31.6,0.1319,0.0,0.9101,0.0833,0.0066,0.0899,576,12.82,412,97,50,7,7,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.09539473684210525,0.4134357005758157,0.15583762268659815,22.18,0.0,0.19082125603864736,0.0,low_compute_served
12123,Taylor County,,,3302,1197,43940,42.6,0.271,0.918,0.2422,0.546,0.2118,0.7578,14,11.7,10,2,1,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.8041171477079796,0.37044145873320533,0.7847277837263329,64.75,0.0,0.6804692891649413,0.0,low_compute_underserved
12125,Union County,,,5147,2058,45292,45.1,0.2432,0.9511,0.3064,0.444,0.2496,0.6936,49,23.81,35,8,4,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7359932088285229,0.8353166986564299,0.7696578530762054,77.92,0.0,0.8319530710835059,0.0,low_compute_underserved
12127,Volusia County,,,3306,1339,44207,39.9,0.245,0.7962,0.4959,0.3473,0.1568,0.5041,20,14.94,14,3,2,0,0,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5349108658743633,0.4948176583493282,0.7238199261539224,56.81,0.0,0.589141936968024,0.0,low_compute_underserved
12129,Wakulla County,,,9188,3424,47213,37.8,0.2527,0.5814,0.543,0.3067,0.1504,0.457,33,9.64,24,6,3,0,0,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.4849320882852292,0.29136276391554705,0.63348125863277,45.43,0.0,0.45824706694271916,0.0,low_compute_served
12131,Walton County,,,43833,14939,64974,39.5,0.2153,0.5578,0.7017,0.1662,0.1322,0.2983,125,8.37,89,21,11,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3165322580645161,0.24261036468330133,0.48305730905796324,33.23,0.0,0.3179204048769266,0.0,low_compute_served
12133,Washington County,,,48787,18259,61472,30.7,0.1344,0.2108,0.6702,0.3033,0.0265,0.3298,285,15.61,204,48,25,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3499575551782682,0.5205374280230326,0.33362667771631144,40.56,0.0,0.4022314239705544,0.0,low_compute_served
13001,Appling County,,,35641,12307,61182,37.0,0.234,0.3687,0.6402,0.2257,0.1341,0.3598,196,15.93,140,33,17,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3817911714770798,0.5328214971209213,0.4540234103179161,45.27,0.0,0.45640671727628257,0.0,low_compute_served
13003,Atkinson County,,,4197,1525,33665,40.5,0.2908,0.8667,0.2875,0.5007,0.2118,0.7125,21,13.77,15,4,2,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7560483870967742,0.4499040307101727,0.8478514611086727,67.18,0.0,0.7084195997239476,0.0,low_compute_underserved
13005,Bacon County,,,1347,486,33463,46.1,0.3045,1.0,0.3397,0.4677,0.1926,0.6603,8,16.46,6,1,1,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7006578947368421,0.5531669865642994,0.9045463205021308,70.0,0.0,0.740855762594893,0.0,low_compute_underserved
13007,Baker County,,,26909,10765,60535,41.6,0.2335,0.6889,0.5561,0.252,0.1919,0.4439,177,16.44,127,30,15,2,2,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.4710314091680815,0.5523992322456814,0.5700904434995706,52.43,0.0,0.5387623648493214,0.0,low_compute_underserved
13009,Baldwin County,,,13820,4865,50639,42.1,0.2572,0.7518,0.3848,0.4881,0.1271,0.6152,76,15.62,54,13,7,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6528013582342954,0.5209213051823417,0.6731315118983011,61.17,0.0,0.6392914653784219,0.0,low_compute_underserved
13011,Banks County,,,44943,16961,85350,29.5,0.146,0.1282,0.9365,0.029,0.0345,0.0635,157,9.26,112,27,14,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.06738115449915111,0.2767754318618042,0.15285503446338328,16.2,0.0,0.12203818725557855,0.0,low_compute_served
13013,Barrow County,,,61105,21596,62253,32.5,0.0461,0.0642,0.891,0.1033,0.0057,0.109,319,14.77,228,54,27,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.11566213921901528,0.4882917466410748,0.22108093497370537,27.24,0.0,0.24902231423970553,0.0,low_compute_served
13015,Bartow County,,,29925,11608,60707,33.8,0.1827,0.3936,0.6231,0.2581,0.1188,0.3769,192,16.54,137,32,17,2,2,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.39993633276740237,0.5562380038387715,0.43335501942338006,46.3,0.0,0.4682539682539682,0.0,low_compute_served
13017,Ben Hill County,,,65777,24125,62440,34.1,0.128,0.1825,0.8354,0.1373,0.0273,0.1646,337,13.97,241,57,29,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.174660441426146,0.45758157389635323,0.3132059962845663,30.83,0.0,0.29031515988037726,0.0,low_compute_served
13019,Berrien County,,,33579,12198,60574,28.6,0.1211,0.2005,0.8343,0.0853,0.0804,0.1657,114,9.35,82,19,10,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.1758276740237691,0.2802303262955854,0.32757058875463585,25.03,0.0,0.22360248447204972,0.0,low_compute_served
13021,Bibb County,,,49151,18361,65868,32.8,0.1635,0.3852,0.6763,0.2129,0.1108,0.3237,154,8.39,110,26,13,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.34348471986417656,0.2433781190019194,0.3838179640145639,31.85,0.0,0.30204738900391076,0.0,low_compute_served
13023,Bleckley County,,,10290,3727,53315,42.5,0.1659,0.6257,0.6148,0.2651,0.1201,0.3852,52,13.95,37,9,4,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.40874363327674024,0.45681381957773504,0.553221074491455,46.17,0.0,0.4667586841499885,0.0,low_compute_served
13025,Brantley County,,,20008,7522,53270,41.9,0.1811,0.7514,0.3218,0.4448,0.2335,0.6782,146,19.41,104,25,13,2,2,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7196519524617997,0.6664107485604606,0.607160811223701,67.29,0.0,0.7096848401196227,0.0,low_compute_underserved
13027,Brooks County,,,32228,12383,61125,38.8,0.2527,0.6405,0.5134,0.3783,0.1083,0.4866,226,18.25,162,38,19,3,3,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5163412563667232,0.6218809980806141,0.5613989770146326,56.45,0.0,0.5850011502185415,0.0,low_compute_underserved
13029,Bryan County,,,71005,24145,69202,31.7,0.1437,0.1658,0.8769,0.1231,0.0,0.1231,331,13.71,237,56,28,4,4,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.1306239388794567,0.4476007677543186,0.272232905214131,27.7,0.0,0.25431331953071085,0.0,low_compute_served
13031,Bulloch County,,,15256,5339,44208,37.7,0.1545,0.7047,0.4875,0.3273,0.1852,0.5125,67,12.55,48,11,6,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5438242784380305,0.40307101727447214,0.6343644001374248,51.72,0.0,0.5305958132045088,0.0,low_compute_underserved
13033,Burke County,,,48601,18795,63958,34.2,0.1081,0.141,0.7391,0.2609,0.0,0.2609,187,9.95,134,32,16,2,2,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.27684634974533107,0.30326295585412666,0.27593184334251375,28.59,0.0,0.26455026455026454,0.0,low_compute_served
13035,Butts County,,,17939,6441,52340,39.3,0.2486,0.6788,0.5302,0.2643,0.2054,0.4698,90,13.97,64,15,8,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.49851443123938877,0.45758157389635323,0.6307821385462984,51.73,0.0,0.5307108350586611,0.0,low_compute_underserved
13037,Calhoun County,,,21645,8362,57399,41.7,0.1796,0.4889,0.7263,0.1619,0.1118,0.2737,107,12.8,77,18,9,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.2904286926994907,0.41266794625719766,0.48680124951060755,38.23,0.0,0.3754313319530711,0.0,low_compute_served
13039,Camden County,,,71818,28473,75272,32.3,0.1485,0.062,0.9279,0.0721,0.0,0.0721,425,14.93,304,72,37,6,6,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.07650679117147707,0.49443378119001913,0.1984729292352615,25.33,0.0,0.22705314009661834,0.0,low_compute_served
13043,Candler County,,,2013,705,37715,43.4,0.3004,0.9386,0.3859,0.4543,0.1598,0.6141,9,12.77,6,2,1,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6516341256366723,0.4115163147792706,0.8521018303334187,61.77,0.0,0.6461927766275594,0.0,low_compute_underserved
13045,Carroll County,,,4863,1989,40788,38.6,0.2108,0.8417,0.3814,0.5056,0.113,0.6186,27,13.57,19,5,2,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6564091680814941,0.4422264875239923,0.7408428181840747,60.26,0.0,0.6288244766505636,0.0,low_compute_underserved
13047,Catoosa County,,,3844,1354,30895,41.7,0.2549,0.8843,0.3046,0.4932,0.2022,0.6954,33,24.37,24,6,3,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7379032258064516,0.8568138195777351,0.8497030445739211,80.75,0.0,0.8645042558086036,0.0,low_compute_underserved
13049,Charlton County,,,1308,491,41706,44.4,0.2666,1.0,0.341,0.5021,0.1569,0.659,11,22.4,8,2,1,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6992784380305603,0.7811900191938579,0.8255325492523438,75.95,0.0,0.8092937658155049,0.0,low_compute_underserved
13051,Chatham County,,,10640,3988,44431,38.9,0.1759,0.6532,0.4603,0.379,0.1607,0.5397,44,11.03,31,7,4,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5726867572156197,0.34472168905950096,0.6284310832300015,50.68,0.0,0.5186335403726708,0.0,low_compute_underserved
13053,Chattahoochee County,,,64892,23499,75279,35.9,0.1333,0.4274,0.6407,0.2761,0.0833,0.3593,440,18.72,315,74,38,6,6,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.3812606112054329,0.6399232245681381,0.316671582145158,45.56,0.0,0.45974235104669886,0.0,low_compute_served
13055,Chattooga County,,,17511,6283,62263,38.2,0.1571,0.4514,0.5184,0.4004,0.0813,0.4816,62,9.87,44,10,5,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5110356536502546,0.3001919385796545,0.4269657255701493,41.62,0.0,0.4144237405106971,0.0,low_compute_served
13057,Cherokee County,,,32269,12527,61172,43.2,0.1915,0.6153,0.502,0.3446,0.1534,0.498,158,12.61,113,27,14,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5284380305602716,0.40537428023032623,0.5134330867265483,48.16,0.0,0.48964803312629396,0.0,low_compute_served
13059,Clarke County,,,99786,35541,68290,32.5,0.1104,0.0107,0.9558,0.0071,0.0371,0.0442,366,10.3,262,62,31,5,5,1,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.04690152801358235,0.3166986564299424,0.20289981500119034,18.03,0.0,0.14308718656544744,0.0,low_compute_served
13061,Clay County,,,134967,49675,76133,35.9,0.1474,0.0896,0.8221,0.1042,0.0737,0.1779,592,11.92,423,100,51,8,8,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.18877334465195247,0.3788867562380039,0.20169368385303896,25.85,0.0,0.2330342765125374,0.0,low_compute_served
13063,Clayton County,,,23013,9163,59930,39.2,0.1998,0.4688,0.8439,0.0777,0.0784,0.1561,129,14.08,92,22,11,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.16564091680814938,0.4618042226487524,0.47570642459745704,34.68,0.0,0.33459857372900853,0.0,low_compute_served
13065,Clinch County,,,139467,52147,74473,35.3,0.1307,0.0453,0.9141,0.0681,0.0179,0.0859,621,11.91,444,105,53,8,8,2,1,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.0911502546689304,0.3785028790786948,0.1866613636250808,21.56,0.0,0.18368990108120542,0.0,low_compute_served
13067,Cobb County,,,28227,9709,57259,37.2,0.1923,0.557,0.5268,0.3772,0.096,0.4732,160,16.48,114,27,14,2,2,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5021222410865874,0.5539347408829174,0.5196281659319668,52.46,0.0,0.5391074304117783,0.0,low_compute_underserved
13069,Coffee County,,,8698,2947,50084,43.2,0.2932,0.9728,0.259,0.5299,0.2111,0.741,42,14.25,30,7,4,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.7862903225806451,0.4683301343570057,0.7770249738971887,67.27,0.0,0.709454796411318,0.0,low_compute_underserved
13071,Colquitt County,,,11833,4215,52674,41.9,0.2512,0.8646,0.3883,0.4599,0.1518,0.6117,70,16.61,50,12,6,1,1,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6490874363327674,0.5589251439539347,0.6952347231477272,62.91,0.0,0.6593052680009202,0.0,low_compute_underserved
13073,Columbia County,,,3852,1528,39155,43.9,0.2442,0.8744,0.3431,0.4889,0.1679,0.6569,24,15.71,17,4,2,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6970500848896435,0.5243761996161228,0.7843697980487486,65.84,0.0,0.6930066712675409,0.0,low_compute_underserved
13075,Cook County,,,8157,2941,36211,43.9,0.306,0.8284,0.3411,0.5,0.1589,0.6589,28,9.52,20,5,2,0,0,0,0,0,0.5591250000000001,True,0.0,0.0,0.0,0.0,0.0,0.6991723259762309,0.28675623800383876,0.8271140251358734,58.68,0.0,0.610651023694502,0.0,low_compute_underserved
13077,Coweta County,,,15962,5645,55967,38.8,0.1279,0.5436,0.4752,0.3944,0.1304,0.5248,92,16.3,66,16,8,1,1,0,0,0,0.5591250000000001,False,0.0,0.0,0.0,0.0,0.0,0.5568760611205433,0.5470249520153551,0.48269046960238204,53.49,0.0,0.5509546813894641,0.0,low_compute_underserved
